Model,Method,Task,Fold,Dimension,Effective_Rank,Embedding_Entropy,Spectral_Radius,Spectral_Gap,Fiedler_Value,ARI,Silhouette,MAE
MEGNet,megnet_emb,matbench_dielectric,4,8,7.894521333828879,2.0631234445808984,17.81496264463797,14.745288341190797,14.192206488777972,0.014888451353224377,0.08205060082421943,0.3589948117733001
MEGNet,megnet_emb,matbench_log_gvrh,0,8,7.920278594671934,2.072386847148687,18.568972078277028,15.581884668415924,15.273488907552256,0.03726750453732891,0.14117971397863283,0.1120756790041923
MEGNet,megnet_emb,matbench_log_gvrh,1,8,7.888514671753513,2.0739667246063407,18.63873100216991,15.395225573023707,15.221483981193755,0.02844141069397042,0.1680767573701687,0.1089581698179245
MEGNet,megnet_emb,matbench_log_gvrh,2,8,7.91261044131125,2.0672512831448078,18.56025405725508,15.444690257937186,15.255714428434038,0.02402021083819425,0.1506357675710787,0.1081172600388526
MEGNet,megnet_emb,matbench_log_gvrh,3,8,7.894277620917757,2.0729169829649816,18.481870834439242,15.341607044248127,15.229338211365487,0.0785063828017797,0.19478819570267744,0.1079729795455932
MEGNet,megnet_emb,matbench_log_gvrh,4,8,7.88233407756386,2.0590461908417157,18.756597580983964,15.54970800285452,15.299107488599791,0.0038335974858102707,0.10203541829456117,0.1215150505304336
MEGNet,megnet_emb,matbench_log_kvrh,0,8,7.927973679091003,2.0712199689953015,18.66873879299761,15.666205112243723,15.054496480186655,0.03542409220642659,0.15695727074346502,0.0731312558054924
MEGNet,megnet_emb,matbench_log_kvrh,1,8,7.906756775716602,2.0577251823425575,18.54919674814807,15.409375643877105,15.400641432616103,0.04524989061551707,0.18388301462017895,0.0775051340460777
MEGNet,megnet_emb,matbench_log_kvrh,2,8,7.867016173038925,2.056707720704868,18.439821633738365,15.157764143308098,15.09403240312549,0.04436860068259386,0.17308961754230745,0.0720731988549232
MEGNet,megnet_emb,matbench_log_kvrh,3,8,7.924718735914713,2.0739467021902716,18.448926563469144,15.606544156381261,15.528741634552132,0.09596307243794792,0.12909731000700966,0.077921561896801
MEGNet,megnet_emb,matbench_log_kvrh,4,8,7.903441874659541,2.0636718628984334,18.45181219241061,15.426509999837211,15.295253911565323,0.0749066699012116,0.08882821795940662,0.0767992883920669
MEGNet,megnet_emb,matbench_perovskites,0,8,7.839019580320162,2.0539444727016,12.121058715958402,9.969154239733973,9.998422080675363,0.052975705795850904,0.10509249786398353,0.0511419102549552
MEGNet,megnet_emb,matbench_perovskites,1,8,7.88799486230263,2.0567019261961845,12.136263548434805,10.319659837356951,10.2404644720079,0.03904799629659678,0.01835602092500322,0.0494113825261592
MEGNet,megnet_emb,matbench_perovskites,2,8,7.836891789986179,2.0498817915973553,12.071694324900555,9.88169053134063,9.905550776928528,0.12969617029018465,0.04193464808388484,0.0497732795774936
MEGNet,megnet_emb,matbench_perovskites,3,8,7.852147731631444,2.0692212462605686,12.365222517114121,10.08282707576845,10.113297202320476,0.043830286885964145,0.21243012007995313,0.0438598617911338
MEGNet,megnet_emb,matbench_perovskites,4,8,7.851337858254339,2.0701454183441883,12.337116473953575,10.412155569565599,10.152730192205139,0.07081894814321515,0.19512149470339196,0.0485672652721405
MEGNet,megnet_emb,matbench_mp_gap,0,8,7.888148992875865,2.0585935559071054,18.283891623051282,15.33280538700682,15.38317604411432,0.05610397477730508,0.1373498442255364,0.2591058015823364
MEGNet,megnet_emb,matbench_mp_gap,1,8,7.849529416308365,2.0687541587711986,18.37686431348774,15.142210029044287,15.219136484071477,0.06692083176225788,0.15962039371293157,0.2663636207580566
MEGNet,megnet_emb,matbench_mp_gap,2,8,7.830074362212779,2.0733041695339818,18.443709568571048,15.037809647887885,15.140304018639593,0.09920909473227246,0.14477785433780874,0.2610806226730346
MEGNet,megnet_emb,matbench_mp_gap,3,8,7.901603529897923,2.0775964403686347,18.445966652750332,15.638546685860543,15.574964840316815,0.05489480817215742,0.07495697514024281,0.2754223942756653
MEGNet,megnet_emb,matbench_mp_gap,4,8,7.847033895683854,2.072742190963194,18.88006361034021,15.494868675299,15.085208951445617,0.038405708626700855,0.14461940582129293,0.2725534737110138
MEGNet,megnet_emb,matbench_mp_e_form,0,8,7.8925146260301675,2.073678238677164,19.318068691417835,15.364143069034885,15.187608943662905,0.10724557740041764,0.15390769092697773,0.0376448631286621
MEGNet,megnet_emb,matbench_mp_e_form,1,8,7.900371418668357,2.0722800940433483,18.589924900081847,14.45720882731537,14.661419565700067,0.1191477203151149,0.2642471380443789,0.037931028753519
MEGNet,megnet_emb,matbench_mp_e_form,2,8,7.88620447228653,2.062084700709944,18.575072120408336,14.849128163151772,14.953799509798351,0.06587110875792504,0.11709218164998496,0.043242409825325
MEGNet,megnet_emb,matbench_mp_e_form,3,8,7.887767952891619,2.068079422674481,18.817084232934917,14.35140502969373,14.672098679657276,0.12707057807159222,0.10343493288195958,0.0442678891122341
