Model,Method,Task,Fold,Dimension,Effective_Rank,Embedding_Entropy,Inverse_Squared_Distance,Spectral_Radius,Spectral_Gap,Fiedler_Value,ARI,Silhouette,QCI,MAE
MEGNet,megnet_emb,matbench_log_gvrh,0,8,7.920278594671934,2.072386847148687,0.041537317859290934,43.12567729232069,39.31970172038318,25.615440389375184,0.03726750453732891,0.06345705033433006,1.4576239725415605,0.1120756790041923
MEGNet,megnet_emb,matbench_log_gvrh,1,8,7.888514671753513,2.0739667246063407,0.0413042877675782,42.912804900746735,38.42845822065196,28.077685323822195,0.02844141069397042,0.09869505857299335,1.469341723391117,0.1089581698179245
MEGNet,megnet_emb,matbench_log_gvrh,2,8,7.91261044131125,2.0672512831448078,0.043064465072425305,42.8792696763677,38.76990669786406,28.96657131631739,0.02402021083819425,0.11257262212576818,1.6100857814269198,0.1081172600388526
MEGNet,megnet_emb,matbench_log_gvrh,3,8,7.894277620917757,2.0729169829649816,0.04223990333368846,43.00534011338146,38.74748992718083,26.6474625196537,0.0785063828017797,0.10965902340741292,1.440858940100862,0.1079729795455932
MEGNet,megnet_emb,matbench_log_gvrh,4,8,7.88233407756386,2.0590461908417157,0.04261611839536629,43.31740910500988,39.12311202503132,25.017751454538683,0.0038335974858102707,0.07054223669754907,1.6543181216706895,0.1215150505304336
MEGNet,megnet_emb,matbench_log_kvrh,0,8,7.927973679091006,2.0712199689953015,0.042778490993585896,42.86916672643079,38.74369147118294,28.231838834040136,0.03542409220642659,0.08553313679563879,1.399231929716331,0.0731312558054924
MEGNet,megnet_emb,matbench_log_kvrh,1,8,7.906756775716598,2.0577251823425575,0.04076120548200958,43.321543340522254,39.16720546315747,26.336703213856715,0.04524989061551707,0.09249820760866408,1.4660065830358835,0.0775051340460777
MEGNet,megnet_emb,matbench_log_kvrh,2,8,7.867016173038925,2.056707720704868,0.03690793359359094,42.907123488366736,38.30374988950463,28.292643958655376,0.04436860068259386,0.10552889896903347,1.4772545799861372,0.0720731988549232
MEGNet,megnet_emb,matbench_log_kvrh,3,8,7.924718735914709,2.0739467021902716,0.043982233560482996,43.01438923617865,39.14536969930533,26.176625019776804,0.09596307243794792,0.07783255914960482,1.488355479216959,0.077921561896801
MEGNet,megnet_emb,matbench_log_kvrh,4,8,7.903441874659545,2.0636718628984334,0.04681648456101474,43.28964279875356,39.2990950326829,22.648477731455277,0.0749066699012116,0.08793481410530227,1.7836062123616547,0.0767992883920669
MEGNet,megnet_emb,matbench_perovskites,0,8,7.839019580320162,2.0539444727016,0.03895192964675206,28.76259985796159,25.862904964668264,16.375280734391232,0.052975705795850904,0.0974301168997561,1.672479704837386,0.0511419102549552
MEGNet,megnet_emb,matbench_perovskites,1,8,7.88799486230263,2.0567019261961845,0.040961756068454945,28.773031297379926,26.42660511098105,16.93650742311272,0.03904799629659678,0.10273653129969992,1.9367973361191244,0.0494113825261592
MEGNet,megnet_emb,matbench_perovskites,2,8,7.836891789986179,2.0498817915973553,0.04089022819402692,28.726033926969844,25.773707701077143,17.094672704920278,0.12969617029018465,0.10406566446883721,2.044453132854699,0.0497732795774936
MEGNet,megnet_emb,matbench_perovskites,3,8,7.852147731631444,2.0692212462605686,0.04604541448431178,28.35576434450838,25.174276639133648,19.023329074046902,0.043830286885964145,0.11799432170561557,1.5824016031084966,0.0438598617911338
MEGNet,megnet_emb,matbench_perovskites,4,8,7.851337858254339,2.0701454183441883,0.04302894754977004,28.517133029650633,25.791135587479882,17.2567385968305,0.07081894814321515,0.10221913473269191,1.489637850576642,0.0485672652721405
MEGNet,megnet_emb,matbench_mp_gap,0,8,7.888148992875865,2.0585935559071054,0.04124408128882044,43.26377558140383,39.154727068207634,25.78914938855392,0.05610397477730508,0.10428882792293248,1.81443921850009,0.2591058015823364
